loan_id,age,annual_income,employment_years,employment_type,credit_score_orig,credit_score_current,score_change,loan_type,loan_amount,outstanding_balance,credit_limit,drawn_balance,undrawn_balance,utilization_rate,remaining_months,interest_rate,debt_to_income,ltv_ratio,collateral_value,num_delinquencies,days_past_due,default_flag,recovery_rate,lgd_true,ead_true,ccf_true,pd_true,stage
LN001793,39,75705.78,5.7,CNPJ,697,547,-150,Veiculos,59038.5,32484.32,59038.5,32484.32,0.0,0.5502,79,0.15,0.1802,0.4521,71852.69,1,45,0,0.4241,0.5759,32484.32,0.717,0.021996,2
LN001794,35,25098.95,6.0,Servidor_Publico,701,700,-1,Cartao,5047.95,1186.03,29749.71,13172.3,16577.42,0.4428,20,0.38,0.0198,2.0,559.74,0,0,0,0.0655,0.9345,23607.75,0.6295,0.005871,1
LN001795,45,18581.99,9.1,CLT,662,609,-53,Imobiliario,607728.9,366390.47,607728.9,366390.47,0.0,0.6029,145,0.1128,2.0,0.4066,901150.86,0,0,0,0.6466,0.3534,366390.47,0.6779,0.031359,1
LN001796,32,197853.64,18.8,Autonomo,612,594,-18,Pessoal,23037.15,16531.04,23037.15,16531.04,0.0,0.7176,12,0.1387,0.0351,2.0,4185.61,2,90,0,0.1038,0.8962,16531.04,0.7455,0.1823,2
LN001797,70,35682.75,13.4,CLT,658,646,-12,Empresarial,100178.26,31411.72,15331.66,7369.04,7962.62,0.4806,42,0.284,0.3697,2.0,5019.94,0,0,0,0.3405,0.6595,12972.67,0.7037,0.009751,1
LN001798,31,49549.16,4.2,CLT,628,590,-38,Pessoal,10480.7,8902.84,10480.7,8902.84,0.0,0.8495,44,0.1849,0.0755,2.0,1541.83,0,0,0,0.1271,0.8729,8902.84,0.6275,0.02715,1
LN001799,45,41832.67,17.8,CLT,645,548,-97,Veiculos,12778.33,8078.05,12778.33,8078.05,0.0,0.6322,82,0.1212,0.0811,0.5322,15178.89,0,0,0,0.5811,0.4189,8078.05,0.6745,0.006662,1
LN001800,48,77362.47,16.1,Servidor_Publico,839,747,-92,Pessoal,21107.74,9348.31,21107.74,9348.31,0.0,0.4429,34,0.177,0.0508,2.0,575.37,2,30,0,0.2346,0.7654,9348.31,0.4484,0.012989,2
LN001801,24,171495.7,2.9,CLT,493,637,144,Imobiliario,388662.47,172588.54,388662.47,172588.54,0.0,0.4441,205,0.0865,0.4227,0.3529,489037.84,1,30,0,0.8393,0.1607,172588.54,0.5119,0.022674,2
LN001802,45,78980.56,5.6,CLT,694,575,-119,Imobiliario,376884.57,192595.84,376884.57,192595.84,0.0,0.511,245,0.095,1.0242,0.3612,533204.78,0,0,0,0.7276,0.2724,192595.84,0.6085,0.063018,2
LN001803,44,20192.42,19.9,Autonomo,527,603,76,Imobiliario,208191.4,41564.29,208191.4,41564.29,0.0,0.1996,334,0.1268,0.8645,0.1587,261847.0,2,15,0,0.7287,0.2713,41564.29,0.5746,0.158062,2
LN001804,34,22033.51,10.4,CLT,904,811,-93,Imobiliario,130152.71,101469.33,130152.71,101469.33,0.0,0.7796,275,0.102,1.9342,0.5233,193914.49,0,0,0,0.6497,0.3503,101469.33,0.527,0.015932,1
LN001805,28,41800.89,17.7,CLT,661,653,-8,Pessoal,5352.83,2619.47,5352.83,2619.47,0.0,0.4894,8,0.306,0.0263,2.0,766.84,1,120,0,0.0733,0.9267,2619.47,0.7423,0.071189,2
LN001806,24,45508.23,1.8,CNPJ,485,617,132,Pessoal,12215.82,6234.94,12215.82,6234.94,0.0,0.5104,14,0.1622,0.0575,2.0,266.3,0,0,0,0.1011,0.8989,6234.94,0.701,0.013335,1
LN001807,22,17689.59,1.2,CLT,619,663,44,Cartao,7994.99,3927.63,5773.49,2028.13,3745.36,0.3513,35,0.3162,0.0933,2.0,915.11,0,0,0,0.098,0.902,4448.61,0.6463,0.007441,1
LN001808,46,92278.97,15.0,CLT,460,337,-123,Pessoal,11828.19,9408.73,11828.19,9408.73,0.0,0.7955,28,0.2443,0.0428,2.0,132.94,3,60,1,0.1059,0.8941,9408.73,0.7393,0.547307,3
LN001809,26,26739.35,7.1,CLT,567,526,-41,Cartao,27899.17,19463.06,29234.58,9877.95,19356.63,0.3379,29,0.2224,0.3057,2.0,1538.44,0,0,0,0.0544,0.9456,22747.58,0.6649,0.022512,1
LN001810,69,143006.59,15.5,CLT,730,713,-17,Imobiliario,479228.97,264187.26,479228.97,264187.26,0.0,0.5513,168,0.1274,0.7759,0.4221,625889.73,0,0,0,0.653,0.347,264187.26,0.5894,0.016391,1
LN001811,34,176912.61,17.8,CLT,826,888,62,Imobiliario,543116.29,347058.97,543116.29,347058.97,0.0,0.639,254,0.1245,0.8239,0.4389,790769.35,1,60,0,0.6412,0.3588,347058.97,0.6096,0.024667,2
LN001812,54,46103.09,7.2,Autonomo,790,778,-12,Veiculos,24437.61,19209.6,24437.61,19209.6,0.0,0.7861,30,0.1447,0.175,0.6219,30891.05,0,0,0,0.6212,0.3788,19209.6,0.7392,0.002509,1
LN001813,55,72065.61,9.8,CLT,636,609,-27,Imobiliario,340401.37,94807.82,340401.37,94807.82,0.0,0.2785,70,0.0888,0.5525,0.2276,416484.12,1,30,0,0.744,0.256,94807.82,0.724,0.029589,2
LN001814,46,24324.38,8.5,CNPJ,724,837,113,Cartao,6926.31,5474.21,17065.52,10907.14,6158.38,0.6391,46,0.3728,0.0945,2.0,559.15,1,90,0,0.0991,0.9009,15895.28,0.81,0.025938,2
LN001815,66,81258.41,7.1,CLT,755,858,103,Veiculos,59614.92,24791.46,59614.92,24791.46,0.0,0.4159,20,0.1258,0.1281,0.3234,76668.99,3,30,0,0.4896,0.5104,24791.46,0.5591,0.006262,2
LN001816,27,39189.92,11.8,Aposentado,942,979,37,Empresarial,62775.71,55284.13,10285.89,4584.6,5701.29,0.4457,30,0.2005,0.5925,2.0,3423.73,2,30,1,0.3884,0.6116,8716.44,0.7247,0.010026,3
LN001817,33,26723.46,16.8,Servidor_Publico,571,509,-62,Imobiliario,196300.72,105267.79,196300.72,105267.79,0.0,0.5363,292,0.0608,1.6544,0.4333,242927.15,2,15,0,0.7182,0.2818,105267.79,0.7121,0.204617,2
LN001818,34,44888.29,6.4,CLT,846,632,-214,Empresarial,102033.85,19457.54,9282.04,2053.75,7228.28,0.2213,39,0.3459,0.1821,2.0,1078.48,4,60,0,0.2255,0.7745,7397.77,0.7393,0.169435,2
LN001819,28,40025.17,6.4,Servidor_Publico,508,397,-111,Pessoal,17844.98,15082.37,17844.98,15082.37,0.0,0.8452,9,0.2763,0.1583,2.0,2793.19,0,0,0,0.0641,0.9359,15082.37,0.6947,0.019574,2
LN001820,36,43855.1,7.2,CLT,803,672,-131,Cartao,10034.52,5861.47,14037.57,5752.25,8285.31,0.4098,29,0.2869,0.0561,2.0,661.17,0,0,0,0.0382,0.9618,10741.84,0.6022,0.005649,2
LN001821,37,100437.6,14.4,CLT,569,549,-20,Veiculos,36196.77,17594.87,36196.77,17594.87,0.0,0.4861,52,0.1292,0.0736,0.4587,38361.08,2,45,0,0.6805,0.3195,17594.87,0.5922,0.028638,2
LN001822,60,32518.03,17.8,CLT,561,616,55,Veiculos,21739.13,19601.81,21739.13,19601.81,0.0,0.9017,19,0.1807,0.2532,0.8214,23863.34,0,0,0,0.4812,0.5188,19601.81,0.7099,0.003874,1
LN001823,37,167336.99,8.4,CNPJ,612,745,133,Pessoal,5652.46,3200.73,5652.46,3200.73,0.0,0.5663,33,0.1407,0.008,2.0,803.58,0,0,0,0.1342,0.8658,3200.73,0.6895,0.008484,1
LN001824,65,22895.86,2.4,CLT,549,629,80,Empresarial,98617.84,39951.86,8008.73,2077.86,5930.86,0.2594,16,0.2133,0.7329,2.0,19159.98,0,0,0,0.2875,0.7125,6209.87,0.6967,0.12115,1
LN001825,60,154821.74,5.1,CLT,705,636,-69,Imobiliario,348849.05,152418.78,348849.05,152418.78,0.0,0.4369,218,0.0919,0.4135,0.2922,521686.52,4,30,0,0.8002,0.1998,152418.78,0.5918,0.061198,2
LN001826,67,27980.64,8.1,Servidor_Publico,809,813,4,Pessoal,12001.25,7516.46,12001.25,7516.46,0.0,0.6263,34,0.2244,0.1128,2.0,564.1,0,0,0,0.128,0.872,7516.46,0.6707,0.002452,1
LN001827,27,54140.69,5.9,Autonomo,375,390,15,Imobiliario,251351.88,93390.71,251351.88,93390.71,0.0,0.3716,195,0.1074,0.7245,0.2553,365758.1,1,15,1,0.832,0.168,93390.71,0.4747,0.455974,3
LN001828,71,39394.15,4.2,Autonomo,627,495,-132,Veiculos,24185.78,17358.21,24185.78,17358.21,0.0,0.7177,36,0.1494,0.1851,0.619,28044.56,0,0,0,0.5302,0.4698,17358.21,0.5498,0.014291,2
LN001829,52,43328.95,10.7,CNPJ,508,427,-81,Pessoal,13111.12,6471.86,13111.12,6471.86,0.0,0.4936,35,0.3207,0.0627,2.0,2452.03,0,0,0,0.0937,0.9063,6471.86,0.6411,0.023306,1
LN001830,71,91206.57,35.8,CNPJ,767,719,-48,Imobiliario,103784.0,74387.24,103784.0,74387.24,0.0,0.7168,332,0.1218,0.3425,0.5967,124668.61,0,0,0,0.4791,0.5209,74387.24,0.6222,0.001859,1
LN001831,39,143614.43,5.3,CNPJ,834,978,144,Imobiliario,745302.74,297044.34,745302.74,297044.34,0.0,0.3986,201,0.1298,0.8687,0.2873,1033845.39,1,30,0,0.7291,0.2709,297044.34,0.6519,0.010634,2
LN001832,69,117458.58,11.9,CLT,627,640,13,Imobiliario,194926.24,129387.56,194926.24,129387.56,0.0,0.6638,70,0.0681,0.4627,0.5877,220156.9,1,15,0,0.6092,0.3908,129387.56,0.5718,0.021573,1
LN001833,51,41641.12,14.0,Servidor_Publico,558,444,-114,Imobiliario,227355.97,200642.12,227355.97,200642.12,0.0,0.8825,356,0.0962,2.0,0.6798,295141.86,1,15,0,0.8266,0.1734,200642.12,0.7145,0.168007,2
LN001834,25,61069.38,14.7,CLT,440,393,-47,Imobiliario,220187.31,141477.56,220187.31,141477.56,0.0,0.6425,320,0.1027,0.973,0.4485,315424.21,0,0,0,0.7834,0.2166,141477.56,0.6122,0.166355,1
LN001835,42,32586.37,10.0,Autonomo,903,921,18,Imobiliario,747394.43,518004.27,747394.43,518004.27,0.0,0.6931,306,0.103,2.0,0.5553,932760.17,0,0,0,0.6631,0.3369,518004.27,0.7058,0.006024,1
LN001836,28,28438.31,4.4,CLT,821,787,-34,Veiculos,36395.34,16013.54,36395.34,16013.54,0.0,0.44,60,0.1846,0.2365,0.3623,44199.47,0,0,0,0.3492,0.6508,16013.54,0.6179,0.001581,1
LN001837,69,25716.92,16.7,CLT,392,350,-42,Veiculos,45341.81,31886.74,45341.81,31886.74,0.0,0.7033,19,0.0862,0.5208,0.6581,48449.17,0,0,0,0.7004,0.2996,31886.74,0.5851,0.050436,1
LN001838,37,40764.93,3.2,CLT,735,774,39,Imobiliario,489071.3,274369.83,489071.3,274369.83,0.0,0.561,79,0.1045,2.0,0.4071,673945.47,0,0,0,0.6447,0.3553,274369.83,0.6481,0.026217,1
LN001839,33,63719.36,9.3,Autonomo,505,595,90,Imobiliario,440285.22,277538.65,440285.22,277538.65,0.0,0.6304,196,0.0903,1.8294,0.5594,496141.92,0,0,0,0.7607,0.2393,277538.65,0.6951,0.117599,1
LN001840,49,15635.83,8.8,CLT,583,659,76,Imobiliario,337011.59,52482.66,337011.59,52482.66,0.0,0.1557,97,0.0822,1.4098,0.1019,515005.55,2,30,1,0.7691,0.2309,52482.66,0.5044,0.123665,3
LN001841,43,52568.38,4.6,CNPJ,487,449,-38,Imobiliario,331541.12,158906.05,331541.12,158906.05,0.0,0.4793,241,0.0706,1.2696,0.331,480138.88,0,0,0,0.7675,0.2325,158906.05,0.5822,0.159608,1
LN001842,26,145134.52,7.2,CLT,389,361,-28,Imobiliario,638228.51,328621.84,638228.51,328621.84,0.0,0.5149,356,0.0745,0.951,0.4429,741898.94,0,0,0,0.6447,0.3553,328621.84,0.5763,0.18888,1
LN001843,62,112335.16,14.4,Servidor_Publico,644,605,-39,Imobiliario,164629.92,103651.5,164629.92,103651.5,0.0,0.6296,182,0.0988,0.3875,0.4808,215583.96,0,0,0,0.792,0.208,103651.5,0.5083,0.002316,1
LN001844,64,37035.43,9.3,CNPJ,896,960,64,Imobiliario,193935.12,80449.33,193935.12,80449.33,0.0,0.4148,208,0.125,0.9123,0.3437,234097.1,2,30,0,0.7308,0.2692,80449.33,0.7699,0.015916,2
LN001845,59,21851.67,3.7,Aposentado,529,484,-45,Pessoal,19036.25,12683.49,19036.25,12683.49,0.0,0.6663,26,0.1772,0.2438,2.0,1436.08,2,45,0,0.0497,0.9503,12683.49,0.6846,0.107486,2
LN001846,52,73049.29,15.6,CLT,765,605,-160,Imobiliario,355838.4,179940.55,355838.4,179940.55,0.0,0.5057,191,0.0963,1.0346,0.4035,445946.89,0,0,0,0.572,0.428,179940.55,0.6361,0.034686,2
LN001847,42,15000.0,26.0,CLT,786,807,21,Veiculos,35716.59,23819.47,35716.59,23819.47,0.0,0.6669,64,0.0953,0.6669,0.581,40996.38,0,0,0,0.5828,0.4172,23819.47,0.6317,0.007012,1
LN001848,49,111479.97,4.1,CLT,743,767,24,Cartao,20564.57,16067.45,17656.26,6677.83,10978.43,0.3782,38,0.1577,0.0605,2.0,417.25,1,45,0,0.0682,0.9318,13731.94,0.6425,0.020686,2
LN001849,48,47153.72,9.8,CNPJ,909,863,-46,Imobiliario,166578.56,55420.21,166578.56,55420.21,0.0,0.3327,284,0.0843,0.4936,0.252,219908.25,1,15,0,0.6115,0.3885,55420.21,0.7159,0.004155,1
LN001850,30,178143.59,10.0,Autonomo,774,897,123,Imobiliario,308626.26,238541.38,308626.26,238541.38,0.0,0.7729,114,0.0669,0.5624,0.614,388474.96,0,0,0,0.6553,0.3447,238541.38,0.693,0.002571,1
LN001851,26,17632.03,4.0,CLT,884,828,-56,Pessoal,9664.28,2505.92,9664.28,2505.92,0.0,0.2593,38,0.1395,0.0597,2.0,101.92,0,0,0,0.0924,0.9076,2505.92,0.6934,0.004745,1
LN001852,34,98399.9,20.3,Aposentado,500,591,91,Imobiliario,245548.11,94717.9,245548.11,94717.9,0.0,0.3857,62,0.1104,0.4043,0.2568,368844.36,0,0,0,0.6933,0.3067,94717.9,0.6203,0.010942,1
LN001853,44,50750.12,10.2,CLT,746,630,-116,Veiculos,59065.92,26547.13,59065.92,26547.13,0.0,0.4494,58,0.1619,0.2197,0.4205,63136.62,2,90,0,0.4361,0.5639,26547.13,0.6073,0.048286,2
LN001854,30,43687.49,17.1,Autonomo,846,851,5,Pessoal,24755.74,21014.13,24755.74,21014.13,0.0,0.8489,43,0.3127,0.202,2.0,3645.26,2,45,1,0.0458,0.9542,21014.13,0.6908,0.012341,3
LN001855,27,22238.98,12.3,Servidor_Publico,549,473,-76,Empresarial,35584.45,25341.09,8092.1,1665.19,6426.91,0.2058,30,0.1537,0.4786,2.0,1586.93,0,0,0,0.4654,0.5346,5735.07,0.6333,0.03174,1
LN001856,64,79796.6,19.8,Autonomo,200,200,0,Empresarial,84639.85,22210.49,9461.59,2643.12,6818.47,0.2794,21,0.2755,0.1169,1.8326,12119.79,1,15,0,0.0842,0.9158,6456.66,0.5593,0.225424,1
LN001857,40,84077.08,12.2,CNPJ,485,527,42,Imobiliario,365065.76,221481.78,365065.76,221481.78,0.0,0.6067,324,0.072,1.1064,0.4827,458878.13,2,15,1,0.7825,0.2175,221481.78,0.678,0.164425,3
LN001858,51,172876.56,7.7,Servidor_Publico,555,497,-58,Cartao,24515.87,9643.45,9383.16,6701.09,2682.07,0.7142,30,0.3135,0.0234,2.0,3639.51,1,30,0,0.1279,0.8721,8516.28,0.6768,0.052111,2
LN001859,48,104321.49,13.8,CLT,722,654,-68,Imobiliario,428135.77,208724.91,428135.77,208724.91,0.0,0.4875,63,0.0934,0.8403,0.3541,589484.05,0,0,0,0.6732,0.3268,208724.91,0.7192,0.026074,1
LN001860,58,36826.32,6.0,CLT,576,544,-32,Veiculos,26785.87,13040.51,26785.87,13040.51,0.0,0.4868,69,0.1514,0.1487,0.378,34502.88,1,15,1,0.5418,0.4582,13040.51,0.6115,0.01194,3
LN001861,58,28211.62,14.6,Servidor_Publico,650,916,266,Veiculos,23444.6,19757.24,23444.6,19757.24,0.0,0.8427,63,0.1345,0.2941,0.727,27178.02,2,15,0,0.5438,0.4562,19757.24,0.6296,0.000816,1
LN001862,36,22258.53,5.3,CLT,571,571,0,Imobiliario,422422.78,322259.42,422422.78,322259.42,0.0,0.7629,270,0.0722,2.0,0.6232,517129.23,1,90,0,0.8443,0.1557,322259.42,0.5852,0.320488,2
LN001863,64,141152.45,9.6,Autonomo,633,628,-5,Imobiliario,280706.86,244030.47,280706.86,244030.47,0.0,0.8693,69,0.0698,0.7261,0.6405,380989.14,0,0,0,0.6739,0.3261,244030.47,0.6797,0.046109,1
LN001864,40,32669.16,8.5,CLT,641,658,17,Cartao,6217.74,3985.81,20760.43,14128.19,6632.24,0.6805,19,0.2598,0.0512,1.0,18.42,0,0,0,0.1433,0.8567,17925.86,0.5726,0.007658,1
LN001865,63,141796.67,11.7,CLT,567,423,-144,Imobiliario,372192.24,188115.18,372192.24,188115.18,0.0,0.5054,133,0.1239,0.5572,0.4004,469791.87,0,0,0,0.6928,0.3072,188115.18,0.6153,0.022642,2
LN001866,42,76213.72,21.7,Servidor_Publico,756,810,54,Pessoal,20423.03,12916.28,20423.03,12916.28,0.0,0.6324,25,0.3072,0.0712,2.0,1642.35,1,30,0,0.095,0.905,12916.28,0.6486,0.010285,2
LN001867,27,67133.39,7.1,CLT,829,867,38,Empresarial,61633.44,16826.51,35634.19,29002.2,6631.99,0.8139,33,0.2071,0.1053,2.0,7417.08,1,15,0,0.31,0.69,33537.75,0.6839,0.0045,1
LN001868,60,44379.62,16.4,CNPJ,500,351,-149,Imobiliario,142030.63,128738.04,142030.63,128738.04,0.0,0.9064,75,0.0715,1.2184,0.7703,167134.25,0,0,0,0.6991,0.3009,128738.04,0.6453,0.184005,2
LN001869,23,83236.18,20.2,Autonomo,678,843,165,Imobiliario,159929.52,132664.89,159929.52,132664.89,0.0,0.8295,120,0.0613,0.6694,0.6978,190110.38,0,0,0,0.7065,0.2935,132664.89,0.5621,0.011651,1
LN001870,60,53634.3,16.2,CLT,464,449,-15,Imobiliario,124928.54,118019.43,124928.54,118019.43,0.0,0.9447,225,0.0808,0.9242,0.6265,188388.56,1,45,1,0.7049,0.2951,118019.43,0.6328,0.210632,3
LN001871,24,42617.12,11.7,CLT,422,323,-99,Imobiliario,147183.3,64497.96,147183.3,64497.96,0.0,0.4382,69,0.0632,0.6356,0.333,193687.89,0,0,0,0.6472,0.3528,64497.96,0.6997,0.132022,1
LN001872,32,85169.88,11.3,CLT,784,792,8,Imobiliario,373267.47,284139.15,373267.47,284139.15,0.0,0.7612,314,0.0764,1.4012,0.5139,552897.75,0,0,0,0.6939,0.3061,284139.15,0.5284,0.012962,1
LN001873,52,49336.43,6.8,CNPJ,910,826,-84,Veiculos,70805.84,33522.5,70805.84,33522.5,0.0,0.4734,20,0.0855,0.2854,0.3587,93456.38,0,0,0,0.4117,0.5883,33522.5,0.7055,0.001307,1
LN001874,69,32243.84,3.3,Servidor_Publico,607,471,-136,Pessoal,18462.0,17242.16,18462.0,17242.16,0.0,0.9339,41,0.2571,0.2246,2.0,3229.38,3,30,1,0.1555,0.8445,17242.16,0.6894,0.087717,3
LN001875,42,80008.44,10.4,Aposentado,888,852,-36,Pessoal,16829.4,11601.77,16829.4,11601.77,0.0,0.6894,44,0.2939,0.0609,2.0,2138.54,4,30,0,0.071,0.929,11601.77,0.7539,0.021488,2
LN001876,28,51969.35,21.2,CLT,565,532,-33,Imobiliario,541023.21,248769.75,541023.21,248769.75,0.0,0.4598,213,0.1025,2.0,0.3433,724598.55,3,15,0,0.7592,0.2408,248769.75,0.6084,0.149682,2
LN001877,33,74443.19,22.9,CLT,619,485,-134,Pessoal,15142.55,11844.93,15142.55,11844.93,0.0,0.7822,27,0.1505,0.0668,2.0,2384.93,0,0,0,0.1056,0.8944,11844.93,0.6602,0.02286,2
LN001878,66,40335.65,3.8,CLT,866,792,-74,Pessoal,5577.74,4681.73,5577.74,4681.73,0.0,0.8394,33,0.3205,0.0487,2.0,274.94,0,0,0,0.0999,0.9001,4681.73,0.7611,0.006002,1
LN001879,58,24687.96,22.5,CLT,531,438,-93,Pessoal,7088.72,1088.72,7088.72,1088.72,0.0,0.1536,43,0.199,0.0185,2.0,221.33,2,30,0,0.1035,0.8965,1088.72,0.6473,0.086487,2
LN001880,27,167342.53,14.2,CNPJ,769,727,-42,Veiculos,23018.57,15808.54,23018.57,15808.54,0.0,0.6868,34,0.1656,0.0397,0.5484,28828.25,0,0,0,0.4648,0.5352,15808.54,0.5735,0.001903,1
LN001881,41,148048.83,13.2,Autonomo,604,637,33,Veiculos,21506.26,18491.16,21506.26,18491.16,0.0,0.8598,45,0.1432,0.0525,0.6631,27883.93,1,30,0,0.4904,0.5096,18491.16,0.6589,0.019168,2
LN001882,35,96226.52,21.1,CLT,556,551,-5,Cartao,10241.8,1343.06,11262.79,4592.78,6670.01,0.4078,14,0.433,0.0059,1.4275,940.88,0,0,0,0.1018,0.8982,9114.29,0.6779,0.012002,1
LN001883,30,42105.05,17.8,Autonomo,583,565,-18,Imobiliario,365419.7,141528.38,365419.7,141528.38,0.0,0.3873,273,0.1286,1.4118,0.3305,428220.55,0,0,0,0.7916,0.2084,141528.38,0.615,0.066078,1
LN001884,64,44568.98,5.3,CNPJ,368,216,-152,Imobiliario,277385.06,218669.36,277385.06,218669.36,0.0,0.7883,152,0.0825,2.0,0.6612,330739.18,1,15,0,0.771,0.229,218669.36,0.6857,0.43333,2
LN001885,52,133054.33,6.3,Autonomo,813,795,-18,Imobiliario,154037.81,85033.04,154037.81,85033.04,0.0,0.552,127,0.1169,0.2684,0.4836,175836.26,1,120,0,0.6439,0.3561,85033.04,0.4951,0.067929,2
LN001886,30,43045.39,3.0,Autonomo,679,582,-97,Veiculos,44673.73,40733.41,44673.73,40733.41,0.0,0.9118,29,0.1288,0.3974,0.7593,53646.9,3,90,0,0.4853,0.5147,40733.41,0.6563,0.133071,2
LN001887,54,35912.42,12.9,Autonomo,630,486,-144,Pessoal,31396.82,21794.76,31396.82,21794.76,0.0,0.6942,14,0.2994,0.2549,2.0,5475.79,0,0,0,0.0826,0.9174,21794.76,0.6148,0.020027,2
LN001888,42,182947.14,5.7,CLT,559,609,50,Veiculos,29037.59,8122.02,29037.59,8122.02,0.0,0.2797,46,0.1903,0.0186,0.2368,34299.76,0,0,0,0.472,0.528,8122.02,0.5348,0.005085,1
LN001889,25,52523.16,7.6,CLT,690,575,-115,Imobiliario,146706.53,82624.8,146706.53,82624.8,0.0,0.5632,227,0.1038,0.6607,0.4016,205730.28,0,0,0,0.7396,0.2604,82624.8,0.6691,0.055604,2
LN001890,44,171009.85,19.7,CLT,764,756,-8,Empresarial,148641.53,81264.02,8595.0,1395.21,7199.79,0.1623,22,0.2976,0.1996,2.0,10392.36,0,0,0,0.3514,0.6486,6424.41,0.6985,0.005581,1
LN001891,31,21830.1,13.9,CLT,614,562,-52,Veiculos,29083.3,10523.39,29083.3,10523.39,0.0,0.3618,48,0.174,0.2025,0.3068,34297.96,0,0,0,0.349,0.651,10523.39,0.6717,0.011143,1
LN001892,34,75873.3,14.1,CNPJ,775,688,-87,Imobiliario,166766.92,114483.66,166766.92,114483.66,0.0,0.6865,157,0.1085,0.6337,0.4801,238481.89,0,0,0,0.725,0.275,114483.66,0.6726,0.022515,1
LN001893,65,208189.44,31.0,Aposentado,685,761,76,Pessoal,11997.54,7918.13,11997.54,7918.13,0.0,0.66,20,0.2612,0.016,2.0,146.94,1,45,0,0.066,0.934,7918.13,0.4633,0.008459,2
LN001894,57,55234.22,0.8,CNPJ,637,576,-61,Imobiliario,413029.03,237331.48,413029.03,237331.48,0.0,0.5746,72,0.0746,1.8047,0.4883,486029.88,0,0,0,0.696,0.304,237331.48,0.5485,0.045777,1
LN001895,28,45633.49,5.9,CLT,768,713,-55,Empresarial,39831.82,26035.4,7772.3,4250.37,3521.94,0.5469,9,0.3281,0.2396,2.0,1008.36,1,45,0,0.3676,0.6324,6151.33,0.5397,0.03842,2
LN001896,64,25360.83,8.5,CLT,583,512,-71,Pessoal,20482.53,5378.0,20482.53,5378.0,0.0,0.2626,47,0.2809,0.0891,1.6557,3248.15,0,0,0,0.0991,0.9009,5378.0,0.5474,0.02813,1
LN001897,50,109482.83,6.2,Servidor_Publico,487,485,-2,Imobiliario,215879.63,104619.97,215879.63,104619.97,0.0,0.4846,169,0.0754,0.4013,0.358,292199.86,0,0,0,0.7224,0.2776,104619.97,0.6019,0.017681,1
LN001898,65,32840.47,17.0,CLT,643,616,-27,Imobiliario,131961.31,85755.08,131961.31,85755.08,0.0,0.6499,329,0.1067,1.0967,0.4843,177077.62,0,0,0,0.6553,0.3447,85755.08,0.6651,0.027362,1
LN001899,59,50938.51,9.1,CLT,654,586,-68,Imobiliario,251746.11,206651.91,251746.11,206651.91,0.0,0.8209,98,0.1179,1.7039,0.5585,369987.02,0,0,0,0.6245,0.3755,206651.91,0.6741,0.041412,1
LN001900,38,24284.01,4.9,CLT,621,536,-85,Veiculos,26141.68,19339.24,26141.68,19339.24,0.0,0.7398,72,0.096,0.3345,0.6329,30556.19,0,0,0,0.3379,0.6621,19339.24,0.5547,0.009976,1
LN001901,48,149041.71,12.2,Autonomo,804,785,-19,Veiculos,24742.14,17619.42,24742.14,17619.42,0.0,0.7121,61,0.129,0.0497,0.5952,29603.93,1,90,0,0.5598,0.4402,17619.42,0.6195,0.026278,2
LN001902,48,114768.86,13.5,CLT,715,651,-64,Imobiliario,250842.39,188087.67,250842.39,188087.67,0.0,0.7498,306,0.0943,0.6883,0.5871,320342.19,0,0,0,0.6279,0.3721,188087.67,0.7431,0.031745,1
LN001903,57,53075.46,5.2,Aposentado,635,749,114,Pessoal,12082.92,11804.73,12082.92,11804.73,0.0,0.977,32,0.2714,0.0934,2.0,2361.79,0,0,0,0.1005,0.8995,11804.73,0.7411,0.005904,1
LN001904,34,25586.07,9.4,CNPJ,649,594,-55,Imobiliario,382616.81,246364.86,382616.81,246364.86,0.0,0.6439,159,0.1067,2.0,0.573,429953.68,2,15,0,0.7355,0.2645,246364.86,0.6854,0.114934,2
LN001905,38,147022.3,13.7,Servidor_Publico,660,670,10,Imobiliario,293418.46,191359.12,293418.46,191359.12,0.0,0.6522,142,0.121,0.5467,0.5667,337701.22,1,30,0,0.7769,0.2231,191359.12,0.6178,0.008972,2
LN001906,34,42708.12,20.3,Autonomo,718,696,-22,Imobiliario,370926.52,315440.11,370926.52,315440.11,0.0,0.8504,90,0.1205,2.0,0.7143,441630.37,1,30,0,0.6684,0.3316,315440.11,0.6,0.100015,2
LN001907,36,26413.14,6.6,Autonomo,656,619,-37,Imobiliario,341304.87,152125.66,341304.87,152125.66,0.0,0.4457,84,0.0649,2.0,0.3615,420862.71,0,0,0,0.706,0.294,152125.66,0.6417,0.058444,1
LN001908,30,17233.72,14.5,CLT,629,681,52,Empresarial,45374.03,33025.18,22582.81,10644.3,11938.52,0.4713,7,0.3097,0.8049,2.0,2833.71,1,60,0,0.194,0.806,18129.99,0.627,0.236083,2
LN001909,23,35600.77,7.3,CLT,476,504,28,Veiculos,41096.95,20083.52,41096.95,20083.52,0.0,0.4887,63,0.1089,0.2369,0.4095,49047.24,0,0,0,0.628,0.372,20083.52,0.5,0.00808,1
